LOCALITY_NAME,POSTCODE,STATE_ABBREVIATION,full_suburb
Back Forest,2535,NSW,"Back Forest, NSW, 2535"
Back Plains,4361,QLD,"Back Plains, QLD, 4361"
Back Valley,5211,SA,"Back Valley, SA, 5211"
Backmede,2470,NSW,"Backmede, NSW, 2470"
Backwater,2365,NSW,"Backwater, NSW, 2365"
Backy Point,5601,SA,"Backy Point, SA, 5601"
Badagarang,2540,NSW,"Badagarang, NSW, 2540"
Baddaginnie,3670,VIC,"Baddaginnie, VIC, 3670"
Baden,7120,TAS,"Baden, TAS, 7120"
Badgebup,6317,WA,"Badgebup, WA, 6317"
Badger Creek,3777,VIC,"Badger Creek, VIC, 3777"
Badger Head,7270,TAS,"Badger Head, TAS, 7270"
Badgerin Rock,6475,WA,"Badgerin Rock, WA, 6475"
Badgerys Creek,2555,NSW,"Badgerys Creek, NSW, 2555"
Badgin,6302,WA,"Badgin, WA, 6302"
Badgingarra,6521,WA,"Badgingarra, WA, 6521"
Badja,2630,NSW,"Badja, NSW, 2630"
Badjaling,6383,WA,"Badjaling, WA, 6383"
Badu Island,4875,QLD,"Badu Island, QLD, 4875"
Bael Bael,3579,VIC,"Bael Bael, VIC, 3579"
Baerami,2333,NSW,"Baerami, NSW, 2333"
Baerami Creek,2333,NSW,"Baerami Creek, NSW, 2333"
Baffle Creek,4674,QLD,"Baffle Creek, QLD, 4674"
Baffle West,4454,QLD,"Baffle West, QLD, 4454"
Bagdad,7030,TAS,"Bagdad, TAS, 7030"
Bagnoo,2446,NSW,"Bagnoo, NSW, 2446"
Bago,2446,NSW,"Bago, NSW, 2446"
Bagot Well,5373,SA,"Bagot Well, SA, 5373"
Bagotville,2477,NSW,"Bagotville, NSW, 2477"
Bagshot,3551,VIC,"Bagshot, VIC, 3551"
Bagshot North,3551,VIC,"Bagshot North, VIC, 3551"
Bahgallah,3312,VIC,"Bahgallah, VIC, 3312"
Bahrs Scrub,4207,QLD,"Bahrs Scrub, QLD, 4207"
Bailieston,3608,VIC,"Bailieston, VIC, 3608"
Bailup,6082,WA,"Bailup, WA, 6082"
Baines,852,NT,"Baines, NT, 852"
Baird Bay,5671,SA,"Baird Bay, SA, 5671"
Bairnsdale,3875,VIC,"Bairnsdale, VIC, 3875"
Bajool,4699,QLD,"Bajool, QLD, 4699"
Bakara,5354,SA,"Bakara, SA, 5354"
Bakara Well,5354,SA,"Bakara Well, SA, 5354"
Bakers Beach,7307,TAS,"Bakers Beach, TAS, 7307"
Bakers Bend,4470,QLD,"Bakers Bend, QLD, 4470"
Bakers Creek,2359,NSW,"Bakers Creek, NSW, 2359"
Bakers Creek,2422,NSW,"Bakers Creek, NSW, 2422"
Bakers Creek,2447,NSW,"Bakers Creek, NSW, 2447"
Bakers Creek,4740,QLD,"Bakers Creek, QLD, 4740"
Bakers Hill,6562,WA,"Bakers Hill, WA, 6562"
Bakers Swamp,2820,NSW,"Bakers Swamp, NSW, 2820"
Bakery Hill,3350,VIC,"Bakery Hill, VIC, 3350"
Bakewell,832,NT,"Bakewell, NT, 832"
Baking Board,4413,QLD,"Baking Board, QLD, 4413"
Balaclava,2575,NSW,"Balaclava, NSW, 2575"
Balaclava,3183,VIC,"Balaclava, VIC, 3183"
Balah,5417,SA,"Balah, SA, 5417"
Balaklava,5461,SA,"Balaklava, SA, 5461"
Balala,2358,NSW,"Balala, NSW, 2358"
Balbarrup,6258,WA,"Balbarrup, WA, 6258"
Balberra,4740,QLD,"Balberra, QLD, 4740"
Balcatta,6021,WA,"Balcatta, WA, 6021"
Balcolyn,2264,NSW,"Balcolyn, NSW, 2264"
Balcomba,4702,QLD,"Balcomba, QLD, 4702"
Bald Blair,2365,NSW,"Bald Blair, NSW, 2365"
Bald Hills,2549,NSW,"Bald Hills, NSW, 2549"
Bald Hills,3364,VIC,"Bald Hills, VIC, 3364"
Bald Hills,4036,QLD,"Bald Hills, QLD, 4036"
Bald Hills,5203,SA,"Bald Hills, SA, 5203"
Bald Knob,4552,QLD,"Bald Knob, QLD, 4552"
Bald Nob,2370,NSW,"Bald Nob, NSW, 2370"
Bald Ridge,2795,NSW,"Bald Ridge, NSW, 2795"
Baldersleigh,2365,NSW,"Baldersleigh, NSW, 2365"
Baldina,5417,SA,"Baldina, SA, 5417"
Baldivis,6171,WA,"Baldivis, WA, 6171"
Baldry,2867,NSW,"Baldry, NSW, 2867"
Balfours Peak,2403,NSW,"Balfours Peak, NSW, 2403"
Balga,6061,WA,"Balga, WA, 6061"
Balgal Beach,4816,QLD,"Balgal Beach, QLD, 4816"
Balgowan,4401,QLD,"Balgowan, QLD, 4401"
Balgowan,5573,SA,"Balgowan, SA, 5573"
Balgowlah,2093,NSW,"Balgowlah, NSW, 2093"
Balgowlah Heights,2093,NSW,"Balgowlah Heights, NSW, 2093"
Balgownie,2519,NSW,"Balgownie, NSW, 2519"
Balhannah,5242,SA,"Balhannah, SA, 5242"
Balickera,2324,NSW,"Balickera, NSW, 2324"
Balingup,6253,WA,"Balingup, WA, 6253"
Balintore,3249,VIC,"Balintore, VIC, 3249"
Balkuling,6383,WA,"Balkuling, WA, 6383"
Ball Bay,4741,QLD,"Ball Bay, QLD, 4741"
Balla Balla,6714,WA,"Balla Balla, WA, 6714"
Balladong,6302,WA,"Balladong, WA, 6302"
Balladoran,2822,NSW,"Balladoran, NSW, 2822"
Ballajura,6066,WA,"Ballajura, WA, 6066"
Ballalaba,2622,NSW,"Ballalaba, NSW, 2622"
Ballan,3342,VIC,"Ballan, VIC, 3342"
Ballandean,4382,QLD,"Ballandean, QLD, 4382"
Ballangeich,3279,VIC,"Ballangeich, VIC, 3279"
Ballapur,3483,VIC,"Ballapur, VIC, 3483"
Ballarat Central,3350,VIC,"Ballarat Central, VIC, 3350"
Ballarat East,3350,VIC,"Ballarat East, VIC, 3350"
Ballarat North,3350,VIC,"Ballarat North, VIC, 3350"
Ballard,4352,QLD,"Ballard, QLD, 4352"
Ballaroo,4455,QLD,"Ballaroo, QLD, 4455"
Ballast Head,5221,SA,"Ballast Head, SA, 5221"
Ballaying,6315,WA,"Ballaying, WA, 6315"
Balldale,2646,NSW,"Balldale, NSW, 2646"
Ballendella,3561,VIC,"Ballendella, VIC, 3561"
Ballengarra,2441,NSW,"Ballengarra, NSW, 2441"
Balliang,3340,VIC,"Balliang, VIC, 3340"
Balliang East,3340,VIC,"Balliang East, VIC, 3340"
Ballidu,6606,WA,"Ballidu, WA, 6606"
Ballimore,2830,NSW,"Ballimore, NSW, 2830"
Ballina,2478,NSW,"Ballina, NSW, 2478"
Ballogie,4610,QLD,"Ballogie, QLD, 4610"
Bally Bally,6304,WA,"Bally Bally, WA, 6304"
Ballyroe,2795,NSW,"Ballyroe, NSW, 2795"
Ballyrogan,3375,VIC,"Ballyrogan, VIC, 3375"
Balmain,2041,NSW,"Balmain, NSW, 2041"
Balmain East,2041,NSW,"Balmain East, NSW, 2041"
Balmattum,3666,VIC,"Balmattum, VIC, 3666"
Balmoral,2283,NSW,"Balmoral, NSW, 2283"
Balmoral,2571,NSW,"Balmoral, NSW, 2571"
Balmoral,3407,VIC,"Balmoral, VIC, 3407"
Balmoral,4171,QLD,"Balmoral, QLD, 4171"
Balmoral Ridge,4552,QLD,"Balmoral Ridge, QLD, 4552"
Balmoral Village,2571,NSW,"Balmoral Village, NSW, 2571"
Balnagowan,4740,QLD,"Balnagowan, QLD, 4740"
Balnarring,3926,VIC,"Balnarring, VIC, 3926"
Balnarring Beach,3926,VIC,"Balnarring Beach, VIC, 3926"
Balook,3971,VIC,"Balook, VIC, 3971"
Balranald,2715,NSW,"Balranald, NSW, 2715"
Balwyn,3103,VIC,"Balwyn, VIC, 3103"
Balwyn North,3104,VIC,"Balwyn North, VIC, 3104"
Bamaga,4876,QLD,"Bamaga, QLD, 4876"
Bamarang,2540,NSW,"Bamarang, NSW, 2540"
Bamawm,3561,VIC,"Bamawm, VIC, 3561"
Bamawm Extension,3564,VIC,"Bamawm Extension, VIC, 3564"
Bambaroo,4850,QLD,"Bambaroo, QLD, 4850"
Bamboo,4873,QLD,"Bamboo, QLD, 4873"
Bamboo Creek,4860,QLD,"Bamboo Creek, QLD, 4860"
Bambra,3241,VIC,"Bambra, VIC, 3241"
Bambun,6503,WA,"Bambun, WA, 6503"
Bamganie,3333,VIC,"Bamganie, VIC, 3333"
Ban Ban,4625,QLD,"Ban Ban, QLD, 4625"
Ban Ban Springs,4625,QLD,"Ban Ban Springs, QLD, 4625"
Banana,4702,QLD,"Banana, QLD, 4702"
Banca,7265,TAS,"Banca, TAS, 7265"
Bancroft,4630,QLD,"Bancroft, QLD, 4630"
Bandiana,3691,VIC,"Bandiana, VIC, 3691"
Bandon Grove,2420,NSW,"Bandon Grove, NSW, 2420"
Bandy Creek,6450,WA,"Bandy Creek, WA, 6450"
Bandya,6440,WA,"Bandya, WA, 6440"
Bangadang,2729,NSW,"Bangadang, NSW, 2729"
Bangalee,2541,NSW,"Bangalee, NSW, 2541"
Bangalee,4703,QLD,"Bangalee, QLD, 4703"
Bangall,4730,QLD,"Bangall, QLD, 4730"
Bangalow,2479,NSW,"Bangalow, NSW, 2479"
Bangerang,3393,VIC,"Bangerang, VIC, 3393"
Bangham,5268,SA,"Bangham, SA, 5268"
Bangheet,2404,NSW,"Bangheet, NSW, 2404"
Bangholme,3175,VIC,"Bangholme, VIC, 3175"
Bango,2582,NSW,"Bango, NSW, 2582"
Bangor,2234,NSW,"Bangor, NSW, 2234"
Bangor,5481,SA,"Bangor, SA, 5481"
Bangor,7267,TAS,"Bangor, TAS, 7267"
Banjup,6164,WA,"Banjup, WA, 6164"
Banks,2906,ACT,"Banks, ACT, 2906"
Banks Creek,4306,QLD,"Banks Creek, QLD, 4306"
Banks Pocket,4570,QLD,"Banks Pocket, QLD, 4570"
Banksia,2216,NSW,"Banksia, NSW, 2216"
Banksia Beach,4507,QLD,"Banksia Beach, QLD, 4507"
Banksia Grove,6031,WA,"Banksia Grove, WA, 6031"
Banksia Park,5091,SA,"Banksia Park, SA, 5091"
Banksia Peninsula,3875,VIC,"Banksia Peninsula, VIC, 3875"
Banksmeadow,2019,NSW,"Banksmeadow, NSW, 2019"
Bankstown,2200,NSW,"Bankstown, NSW, 2200"
Bankstown Aerodrome,2200,NSW,"Bankstown Aerodrome, NSW, 2200"
Bannaby,2580,NSW,"Bannaby, NSW, 2580"
Bannerton,3549,VIC,"Bannerton, VIC, 3549"
Bannister,2580,NSW,"Bannister, NSW, 2580"
Bannister,6390,WA,"Bannister, WA, 6390"
Bannockburn,3331,VIC,"Bannockburn, VIC, 3331"
Bannockburn,4207,QLD,"Bannockburn, QLD, 4207"
Banoon,2347,NSW,"Banoon, NSW, 2347"
Banora Point,2486,NSW,"Banora Point, NSW, 2486"
Banya,4551,QLD,"Banya, QLD, 4551"
Banyabba,2460,NSW,"Banyabba, NSW, 2460"
Banyan,3485,VIC,"Banyan, VIC, 3485"
Banyena,3388,VIC,"Banyena, VIC, 3388"
Banyo,4014,QLD,"Banyo, QLD, 4014"
Bapaume,4352,QLD,"Bapaume, QLD, 4352"
Bar Beach,2300,NSW,"Bar Beach, NSW, 2300"
Bar Point,2083,NSW,"Bar Point, NSW, 2083"
Bara,2850,NSW,"Bara, NSW, 2850"
Barabba,5460,SA,"Barabba, SA, 5460"
Baradine,2396,NSW,"Baradine, NSW, 2396"
Barakula,4413,QLD,"Barakula, QLD, 4413"
Baralaba,4702,QLD,"Baralaba, QLD, 4702"
Barambah,4601,QLD,"Barambah, QLD, 4601"
Baranduda,3691,VIC,"Baranduda, VIC, 3691"
Barangaroo,2000,NSW,"Barangaroo, NSW, 2000"
Baratta,5432,SA,"Baratta, SA, 5432"
Barbalin,6479,WA,"Barbalin, WA, 6479"
Barberton,6510,WA,"Barberton, WA, 6510"
Barcaldine,4725,QLD,"Barcaldine, QLD, 4725"
Barcaldine Downs,4725,QLD,"Barcaldine Downs, QLD, 4725"
Barcoongere,2460,NSW,"Barcoongere, NSW, 2460"
Barden Ridge,2234,NSW,"Barden Ridge, NSW, 2234"
Bardia,2565,NSW,"Bardia, NSW, 2565"
Bardon,4065,QLD,"Bardon, QLD, 4065"
Bardwell Park,2207,NSW,"Bardwell Park, NSW, 2207"
Bardwell Valley,2207,NSW,"Bardwell Valley, NSW, 2207"
Baree,4714,QLD,"Baree, QLD, 4714"
Barellan,2665,NSW,"Barellan, NSW, 2665"
Barellan Point,4306,QLD,"Barellan Point, QLD, 4306"
Barfold,3444,VIC,"Barfold, VIC, 3444"
Bargara,4670,QLD,"Bargara, QLD, 4670"
Bargo,2574,NSW,"Bargo, NSW, 2574"
Bargunyah,4465,QLD,"Bargunyah, QLD, 4465"
Barham,2732,NSW,"Barham, NSW, 2732"
Barigan,2850,NSW,"Barigan, NSW, 2850"
Baringa,4551,QLD,"Baringa, QLD, 4551"
Baringhup,3463,VIC,"Baringhup, VIC, 3463"
Baringhup West,3463,VIC,"Baringhup West, VIC, 3463"
Barinia,5453,SA,"Barinia, SA, 5453"
Barjarg,3723,VIC,"Barjarg, VIC, 3723"
Barker Creek Flat,4615,QLD,"Barker Creek Flat, QLD, 4615"
Barkers Creek,3451,VIC,"Barkers Creek, VIC, 3451"
Barkers Vale,2474,NSW,"Barkers Vale, NSW, 2474"
Barkly,3384,VIC,"Barkly, VIC, 3384"
Barkly,4825,QLD,"Barkly, QLD, 4825"
Barkstead,3364,VIC,"Barkstead, VIC, 3364"
Barlil,4605,QLD,"Barlil, QLD, 4605"
Barlows Hill,4703,QLD,"Barlows Hill, QLD, 4703"
Barlyne,4625,QLD,"Barlyne, QLD, 4625"
Barmah,3639,VIC,"Barmah, VIC, 3639"
Barmaryee,4703,QLD,"Barmaryee, QLD, 4703"
Barmedman,2668,NSW,"Barmedman, NSW, 2668"
Barmera,5345,SA,"Barmera, SA, 5345"
Barmoya,4703,QLD,"Barmoya, QLD, 4703"
Barna,5641,SA,"Barna, SA, 5641"
Barnadown,3557,VIC,"Barnadown, VIC, 3557"
Barnard,4702,QLD,"Barnard, QLD, 4702"
Barnawartha,3688,VIC,"Barnawartha, VIC, 3688"
Barnawartha North,3691,VIC,"Barnawartha North, VIC, 3691"
Barndioota,5434,SA,"Barndioota, SA, 5434"
Barnes Bay,7150,TAS,"Barnes Bay, TAS, 7150"
Barney Point,4680,QLD,"Barney Point, QLD, 4680"
Barney View,4287,QLD,"Barney View, QLD, 4287"
Barneys Reef,2852,NSW,"Barneys Reef, NSW, 2852"
Barnsley,2278,NSW,"Barnsley, NSW, 2278"
Baromi,3871,VIC,"Baromi, VIC, 3871"
Barongarook,3249,VIC,"Barongarook, VIC, 3249"
Barongarook West,3249,VIC,"Barongarook West, VIC, 3249"
Barooga,3644,NSW,"Barooga, NSW, 3644"
Baroondah,4420,QLD,"Baroondah, QLD, 4420"
Baroota,5495,SA,"Baroota, SA, 5495"
Barossa Goldfields,5351,SA,"Barossa Goldfields, SA, 5351"
Barraba,2347,NSW,"Barraba, NSW, 2347"
Barrabool,3221,VIC,"Barrabool, VIC, 3221"
Barrabup,6275,WA,"Barrabup, WA, 6275"
Barrack Heights,2528,NSW,"Barrack Heights, NSW, 2528"
Barrack Point,2528,NSW,"Barrack Point, NSW, 2528"
Barraganyatti,2441,NSW,"Barraganyatti, NSW, 2441"
Barragga Bay,2546,NSW,"Barragga Bay, NSW, 2546"
Barragup,6209,WA,"Barragup, WA, 6209"
Barrakee,3525,VIC,"Barrakee, VIC, 3525"
Barramornie,4416,QLD,"Barramornie, QLD, 4416"
Barramunga,3249,VIC,"Barramunga, VIC, 3249"
Barraport,3537,VIC,"Barraport, VIC, 3537"
Barraport West,3537,VIC,"Barraport West, VIC, 3537"
Barratta,2710,NSW,"Barratta, NSW, 2710"
Barratta,4809,QLD,"Barratta, QLD, 4809"
Barren Grounds,2577,NSW,"Barren Grounds, NSW, 2577"
Barrengarry,2577,NSW,"Barrengarry, NSW, 2577"
Barretta,7054,TAS,"Barretta, TAS, 7054"
Barretts Creek,2460,NSW,"Barretts Creek, NSW, 2460"
Barrine,4872,QLD,"Barrine, QLD, 4872"
Barringella,2540,NSW,"Barringella, NSW, 2540"
Barringha,4816,QLD,"Barringha, QLD, 4816"
Barrington,2422,NSW,"Barrington, NSW, 2422"
Barrington,7306,TAS,"Barrington, TAS, 7306"
Barrington Tops,2422,NSW,"Barrington Tops, NSW, 2422"
Barringun,2840,NSW,"Barringun, NSW, 2840"
Barringun,4490,QLD,"Barringun, QLD, 4490"
Barron,4878,QLD,"Barron, QLD, 4878"
Barron Gorge,4870,QLD,"Barron Gorge, QLD, 4870"
Barry,2340,NSW,"Barry, NSW, 2340"
Barry,2799,NSW,"Barry, NSW, 2799"
Barrys Reef,3458,VIC,"Barrys Reef, VIC, 3458"
Bartle Frere,4861,QLD,"Bartle Frere, QLD, 4861"
Barton,2600,ACT,"Barton, ACT, 2600"
Barunah Park,3329,VIC,"Barunah Park, VIC, 3329"
Barunah Plains,3329,VIC,"Barunah Plains, VIC, 3329"
Barunga,852,NT,"Barunga, NT, 852"
Barunga Gap,5520,SA,"Barunga Gap, SA, 5520"
Barwang,2594,NSW,"Barwang, NSW, 2594"
Barwidgee,3737,VIC,"Barwidgee, VIC, 3737"
Barwidgi,4872,QLD,"Barwidgi, QLD, 4872"
Barwite,3722,VIC,"Barwite, VIC, 3722"
Barwon,2396,NSW,"Barwon, NSW, 2396"
Barwon Downs,3243,VIC,"Barwon Downs, VIC, 3243"
Barwon Heads,3227,VIC,"Barwon Heads, VIC, 3227"
Baryulgil,2460,NSW,"Baryulgil, NSW, 2460"
Basalt,3460,VIC,"Basalt, VIC, 3460"
Basalt,4820,QLD,"Basalt, QLD, 4820"
Basilisk,4871,QLD,"Basilisk, QLD, 4871"
Basin Pocket,4305,QLD,"Basin Pocket, QLD, 4305"
Basin View,2540,NSW,"Basin View, NSW, 2540"
Baskerville,6056,WA,"Baskerville, WA, 6056"
Basket Range,5138,SA,"Basket Range, SA, 5138"
Bass,3991,VIC,"Bass, VIC, 3991"
Bass Hill,2197,NSW,"Bass Hill, NSW, 2197"
Bassendean,2365,NSW,"Bassendean, NSW, 2365"
Bassendean,6054,WA,"Bassendean, WA, 6054"
Batar Creek,2439,NSW,"Batar Creek, NSW, 2439"
Batchelor,845,NT,"Batchelor, NT, 845"
Bateau Bay,2261,NSW,"Bateau Bay, NSW, 2261"
Batehaven,2536,NSW,"Batehaven, NSW, 2536"
Bateman,6150,WA,"Bateman, WA, 6150"
Batemans Bay,2536,NSW,"Batemans Bay, NSW, 2536"
Batesford,3213,VIC,"Batesford, VIC, 3213"
Bathampton,2795,NSW,"Bathampton, NSW, 2795"
Bathumi,3730,VIC,"Bathumi, VIC, 3730"
Bathurst,2795,NSW,"Bathurst, NSW, 2795"
Batlow,2730,NSW,"Batlow, NSW, 2730"
Battery Hill,4551,QLD,"Battery Hill, QLD, 4551"
Battery Point,7004,TAS,"Battery Point, TAS, 7004"
Baudin Beach,5222,SA,"Baudin Beach, SA, 5222"
Bauhinia,4718,QLD,"Bauhinia, QLD, 4718"
Baulkham Hills,2153,NSW,"Baulkham Hills, NSW, 2153"
Bauple,4650,QLD,"Bauple, QLD, 4650"
Bauple Forest,4650,QLD,"Bauple Forest, QLD, 4650"
Baw Baw,2580,NSW,"Baw Baw, NSW, 2580"
Baw Baw Village,3833,VIC,"Baw Baw Village, VIC, 3833"
Bawley Point,2539,NSW,"Bawley Point, NSW, 2539"
Baxter,3911,VIC,"Baxter, VIC, 3911"
Bay Of Shoals,5223,SA,"Bay Of Shoals, SA, 5223"
Bayindeen,3375,VIC,"Bayindeen, VIC, 3375"
Bayles,3981,VIC,"Bayles, VIC, 3981"
Baynton,3444,VIC,"Baynton, VIC, 3444"
Baynton,6714,WA,"Baynton, WA, 6714"
Baynton East,3444,VIC,"Baynton East, VIC, 3444"
Bayonet Head,6330,WA,"Bayonet Head, WA, 6330"
Bayrick,4478,QLD,"Bayrick, QLD, 4478"
Bayswater,3153,VIC,"Bayswater, VIC, 3153"
Bayswater,6053,WA,"Bayswater, WA, 6053"
Bayswater North,3153,VIC,"Bayswater North, VIC, 3153"
Bayview,2104,NSW,"Bayview, NSW, 2104"
Bayview,820,NT,"Bayview, NT, 820"
Bayview Heights,4868,QLD,"Bayview Heights, QLD, 4868"
Beach Holm,4818,QLD,"Beach Holm, QLD, 4818"
Beachlands,6530,WA,"Beachlands, WA, 6530"
Beachmere,4510,QLD,"Beachmere, QLD, 4510"
Beachport,5280,SA,"Beachport, SA, 5280"
Beacon,6472,WA,"Beacon, WA, 6472"
Beacon Hill,2100,NSW,"Beacon Hill, NSW, 2100"
Beaconsfield,2015,NSW,"Beaconsfield, NSW, 2015"
Beaconsfield,3807,VIC,"Beaconsfield, VIC, 3807"
Beaconsfield,4740,QLD,"Beaconsfield, QLD, 4740"
Beaconsfield,6162,WA,"Beaconsfield, WA, 6162"
Beaconsfield,7270,TAS,"Beaconsfield, TAS, 7270"
Beaconsfield Upper,3808,VIC,"Beaconsfield Upper, VIC, 3808"
Beadell,6440,WA,"Beadell, WA, 6440"
Bealiba,3475,VIC,"Bealiba, VIC, 3475"
Bean Creek,2469,NSW,"Bean Creek, NSW, 2469"
Bearbong,2827,NSW,"Bearbong, NSW, 2827"
Beard,2620,ACT,"Beard, ACT, 2620"
Bearii,3641,VIC,"Bearii, VIC, 3641"
Bears Lagoon,3517,VIC,"Bears Lagoon, VIC, 3517"
Beatrice,4886,QLD,"Beatrice, QLD, 4886"
Beatty,5320,SA,"Beatty, SA, 5320"
Beauchamp,3579,VIC,"Beauchamp, VIC, 3579"
Beaudesert,4285,QLD,"Beaudesert, QLD, 4285"
Beaufort,3373,VIC,"Beaufort, VIC, 3373"
Beaufort,4724,QLD,"Beaufort, QLD, 4724"
Beaufort,5550,SA,"Beaufort, SA, 5550"
Beaufort River,6394,WA,"Beaufort River, WA, 6394"
Beaumaris,3193,VIC,"Beaumaris, VIC, 3193"
Beaumaris,7215,TAS,"Beaumaris, TAS, 7215"
Beaumont,2577,NSW,"Beaumont, NSW, 2577"
Beaumont,5066,SA,"Beaumont, SA, 5066"
Beaumont,6450,WA,"Beaumont, WA, 6450"
Beaumont Hills,2155,NSW,"Beaumont Hills, NSW, 2155"
Beaumonts,5320,SA,"Beaumonts, SA, 5320"
Beauty Point,7270,TAS,"Beauty Point, TAS, 7270"
Beaver Rock,4650,QLD,"Beaver Rock, QLD, 4650"
Beazleys Bridge,3477,VIC,"Beazleys Bridge, VIC, 3477"
Beckenham,6107,WA,"Beckenham, WA, 6107"
Beckom,2665,NSW,"Beckom, NSW, 2665"
Bective,2340,NSW,"Bective, NSW, 2340"
Bectric,2665,NSW,"Bectric, NSW, 2665"
Bedford,6052,WA,"Bedford, WA, 6052"
Bedford Park,5042,SA,"Bedford Park, SA, 5042"
Bedfordale,6112,WA,"Bedfordale, WA, 6112"
Bedgerabong,2871,NSW,"Bedgerabong, NSW, 2871"
Bedourie,4829,QLD,"Bedourie, QLD, 4829"
Beeac,3251,VIC,"Beeac, VIC, 3251"
Beebo,4385,QLD,"Beebo, QLD, 4385"
Beech Forest,3237,VIC,"Beech Forest, VIC, 3237"
Beechboro,6063,WA,"Beechboro, WA, 6063"
Beecher,4680,QLD,"Beecher, QLD, 4680"
Beechford,7252,TAS,"Beechford, TAS, 7252"
Beechina,6556,WA,"Beechina, WA, 6556"
Beechmont,4211,QLD,"Beechmont, QLD, 4211"
Beechwood,2446,NSW,"Beechwood, NSW, 2446"
Beechworth,3747,VIC,"Beechworth, VIC, 3747"
Beecroft,2119,NSW,"Beecroft, NSW, 2119"
Beecroft Peninsula,2540,NSW,"Beecroft Peninsula, NSW, 2540"
Beedelup,6260,WA,"Beedelup, WA, 6260"
Beela,6224,WA,"Beela, WA, 6224"
Beelbangera,2680,NSW,"Beelbangera, NSW, 2680"
Beelbee,4405,QLD,"Beelbee, QLD, 4405"
Beelbi Creek,4659,QLD,"Beelbi Creek, QLD, 4659"
Beelerup,6239,WA,"Beelerup, WA, 6239"
Beeliar,6164,WA,"Beeliar, WA, 6164"
Beemunnel,2824,NSW,"Beemunnel, NSW, 2824"
Beenaam Valley,4570,QLD,"Beenaam Valley, QLD, 4570"
Beenak,3139,VIC,"Beenak, VIC, 3139"
Beenleigh,4207,QLD,"Beenleigh, QLD, 4207"
Beenong,6353,WA,"Beenong, WA, 6353"
Beerburrum,4517,QLD,"Beerburrum, QLD, 4517"
Beermullah,6503,WA,"Beermullah, WA, 6503"
Beeron,4626,QLD,"Beeron, QLD, 4626"
Beerwah,4519,QLD,"Beerwah, QLD, 4519"
Bees Creek,822,NT,"Bees Creek, NT, 822"
Beetaloo Valley,5523,SA,"Beetaloo Valley, SA, 5523"
Bega,2550,NSW,"Bega, NSW, 2550"
Beggan Beggan,2587,NSW,"Beggan Beggan, NSW, 2587"
Begonia,4487,QLD,"Begonia, QLD, 4487"
Beilba,4454,QLD,"Beilba, QLD, 4454"
Bejoording,6566,WA,"Bejoording, WA, 6566"
Belair,5052,SA,"Belair, SA, 5052"
Belalie East,5491,SA,"Belalie East, SA, 5491"
Belalie North,5491,SA,"Belalie North, SA, 5491"
Belanglo,2577,NSW,"Belanglo, NSW, 2577"
Belbora,2422,NSW,"Belbora, NSW, 2422"
Belcong,4723,QLD,"Belcong, QLD, 4723"
Belconnen,2615,ACT,"Belconnen, ACT, 2615"
Belconnen,2617,ACT,"Belconnen, ACT, 2617"
Beldon,6027,WA,"Beldon, WA, 6027"
Belfield,2191,NSW,"Belfield, NSW, 2191"
Belford,2335,NSW,"Belford, NSW, 2335"
Belfrayden,2650,NSW,"Belfrayden, NSW, 2650"
Belgian Gardens,4810,QLD,"Belgian Gardens, QLD, 4810"
Belgrave,3160,VIC,"Belgrave, VIC, 3160"
Belgrave Heights,3160,VIC,"Belgrave Heights, VIC, 3160"
Belgrave South,3160,VIC,"Belgrave South, VIC, 3160"
Belgravia,2800,NSW,"Belgravia, NSW, 2800"
Belhus,6069,WA,"Belhus, WA, 6069"
Belimbla Park,2570,NSW,"Belimbla Park, NSW, 2570"
Belivah,4207,QLD,"Belivah, QLD, 4207"
Bell,2786,NSW,"Bell, NSW, 2786"
Bell,4408,QLD,"Bell, QLD, 4408"
Bell Bay,7253,TAS,"Bell Bay, TAS, 7253"
Bell Park,3215,VIC,"Bell Park, VIC, 3215"
Bell Post Hill,3215,VIC,"Bell Post Hill, VIC, 3215"
Bella Creek,4570,QLD,"Bella Creek, QLD, 4570"
Bella Vista,2153,NSW,"Bella Vista, NSW, 2153"
Bellamack,832,NT,"Bellamack, NT, 832"
Bellambi,2518,NSW,"Bellambi, NSW, 2518"
Bellangry,2446,NSW,"Bellangry, NSW, 2446"
Bellara,4507,QLD,"Bellara, QLD, 4507"
Bellarine,3223,VIC,"Bellarine, VIC, 3223"
Bellata,2397,NSW,"Bellata, NSW, 2397"
Bellawongarah,2535,NSW,"Bellawongarah, NSW, 2535"
Bellbird,2325,NSW,"Bellbird, NSW, 2325"
Bellbird Creek,3889,VIC,"Bellbird Creek, VIC, 3889"
Bellbird Heights,2325,NSW,"Bellbird Heights, NSW, 2325"
Bellbird Park,4300,QLD,"Bellbird Park, QLD, 4300"
Bellbowrie,4070,QLD,"Bellbowrie, QLD, 4070"
Bellbrae,3228,VIC,"Bellbrae, VIC, 3228"
Bellbridge,3691,VIC,"Bellbridge, VIC, 3691"
Bellbrook,2440,NSW,"Bellbrook, NSW, 2440"
Bellellen,3381,VIC,"Bellellen, VIC, 3381"
Bellenden Ker,4871,QLD,"Bellenden Ker, QLD, 4871"
Bellerive,7018,TAS,"Bellerive, TAS, 7018"
Bellevue,4892,QLD,"Bellevue, QLD, 4892"
